"HIGH_1"	"HIGH_2"	"HIGH_3"	"HIGH_4"	"LOW_1"	"LOW_2"	"LOW_3"	"LOW_4"
"RPS12P16"	36	19	59	4	55	47	48	57
"PARD3.DT"	8	1	1	4	0	1	0	0
"PRDX2P2"	0	0	0	0	0	0	0	0
"LINC02635"	12	0	1	0	0	0	0	1
"LOC124902409"	12	6	11	2	11	22	13	18
"CUL2"	1059	964	693	825	613	648	636	670
"MIR3611"	10	4	6	2	6	7	1	3
"CREM"	476	441	329	373	315	298	276	313
"LINC02634"	0	0	1	0	0	0	0	1
"CCNY"	1725	1581	1176	1252	952	1002	1073	1096
"LOC107984220"	1	3	1	0	3	2	2	2
"LOC124902410"	0	0	0	0	0	0	0	0
"LOC107984221"	0	4	1	2	4	5	3	0
"GJD4"	1	1	0	0	0	0	1	0
"FZD8"	109	100	58	90	50	44	55	69
"MIR4683"	0	0	0	0	0	0	0	0
"LOC124902528"	0	0	0	0	0	0	0	0
"LOC105376494"	2	0	2	1	1	2	3	0
"LOC124902411"	7	10	10	4	4	7	8	2
"LOC107984188"	0	0	0	0	0	0	0	0
"PCAT5"	0	1	0	0	0	0	5	0
"LINC02630"	0	0	0	0	0	0	0	0
"LOC107984222"	0	2	0	0	0	0	1	0
"LOC124900298"	0	0	0	0	0	0	0	0
"NAMPTP1"	211	107	221	70	229	100	251	141
"LOC105376496"	0	0	0	0	0	0	0	0
"ARL6IP1P2"	0	0	0	0	2	2	2	0
"ANKRD30A"	0	0	0	0	0	0	0	0
"LOC124902412"	0	0	0	0	0	0	0	0
"LINC00993"	0	0	0	0	0	0	0	0
"LOC107984175"	0	0	0	0	0	0	0	0
"LOC107984223"	0	0	0	0	0	0	0	0
"LOC105376497"	0	0	0	0	0	0	0	0
"LOC124902529"	0	0	0	0	0	0	0	0
"TACC1P1"	0	0	0	0	0	0	0	0
"LOC124902599"	0	0	0	0	0	0	0	0
"LOC102724533"	0	0	0	0	0	0	0	0
"LOC105376498"	0	0	0	0	0	0	0	0
"ZNF248"	601	589	636	353	669	633	704	696
"ZNF33BP1"	22	31	26	21	67	42	25	35
"LOC124902413"	0	0	0	0	0	0	0	0
"ZNF25"	355	555	298	209	261	261	316	325
"ZNF25.DT"	2	0	0	0	0	0	0	0
"ZNF33A"	2300	2362	2020	1826	1996	2110	2522	2420
"EIF3LP3"	0	0	0	0	0	0	0	1
"ZNF37A"	1019	1209	912	599	823	971	1050	985
"LOC105376500"	0	0	0	0	0	0	0	0
"CCNYL4"	0	1	0	2	0	0	1	0
"HSD17B7P2"	27	17	24	83	12	26	47	253
"SEPTIN7P9"	0	0	0	0	0	0	0	0
"LOC101929540"	0	0	0	0	0	0	0	0
"LINC00999"	0	0	0	0	0	0	0	0
"SEPTIN14P10"	0	0	0	0	0	0	0	0
"ABCD1P2"	0	0	0	0	0	0	0	0
"PABPC1P12"	0	0	0	0	0	0	0	0
"SLC9B1P3"	0	0	0	0	0	0	0	0
"ACTR3BP5"	0	0	0	0	0	0	0	0
"KSR1P1"	0	0	0	0	0	0	0	0
"LOC107984164"	0	0	0	0	0	0	0	0
"LOC105378267"	0	0	0	0	0	0	0	0
"LOC101929373"	0	0	0	0	0	0	0	0
"PABPC1P8"	0	0	0	0	0	0	0	0
"LOC441666"	30	85	9	26	8	33	43	18
"CCNYL2"	0	2	0	0	0	0	0	0
"LINC00839"	7	23	3	8	0	0	3	5
"ZNF37BP"	333	658	368	222	378	474	561	423
"EIF3LP2"	0	0	2	1	1	0	1	0
"ZNF33B"	1613	1466	1358	1301	1661	1543	1856	1558
"LOC105378268"	15	6	7	21	24	14	18	10
"LINC01518"	0	0	0	0	0	0	0	0
"CUBNP1"	0	0	0	0	0	0	0	0
"LINC02632"	0	0	0	0	0	0	0	0
"DUXAP3"	0	0	0	0	0	0	0	0
"LOC283028"	0	2	0	2	1	0	0	0
"LOC105378269"	0	0	0	0	0	0	0	0
"BMS1"	777	828	828	527	714	746	727	785
"LOC124902575"	0	0	0	0	0	0	0	0
"LINC02623"	0	1	0	0	0	0	0	0
"LINC01264"	0	0	0	0	0	0	0	0
"MIR5100"	0	0	0	0	0	0	0	0
"RET"	80	21	57	190	16	12	42	274
"CSGALNACT2.DT"	8	5	7	5	10	7	3	6
"CSGALNACT2"	532	976	301	379	182	356	242	278
"RASGEF1A"	11	19	9	7	3	15	7	11
"LOC107984225"	3	5	1	4	0	1	0	1
"LOC105378271"	0	0	0	0	0	0	0	0
"LINC02633"	0	0	0	0	0	0	0	0
"LOC124902414"	0	0	0	0	0	0	0	0
"LOC107984226"	1	1	0	0	2	0	0	1
"FXYD4"	0	0	0	0	0	0	0	0
"HNRNPF"	3190	2651	2639	2114	2611	2149	2408	2664
"SNORD3J"	0	0	0	0	1	2	1	0
"LOC124902415"	46	9	28	28	23	24	15	16
"ZNF487"	115	113	99	100	102	150	107	179
"ZNF239"	58	99	72	27	48	29	50	40
"LOC107984165"	0	0	0	0	0	0	0	0
"ZNF485"	58	70	61	45	67	74	72	66
"ZNF32.AS3"	0	0	0	0	0	0	0	0
"LOC124902416"	0	0	0	1	0	0	0	0
"ZNF32"	355	334	217	414	214	215	230	241
"ZNF32.AS1"	0	1	0	0	0	0	5	1
"ZNF32.AS2"	1	0	1	1	1	1	2	2
"LOC124902417"	12	5	1	9	3	2	5	3
"UQCRHP3"	0	0	0	0	0	0	0	0
"LINC02658"	0	0	0	0	0	0	0	0
"LOC105378275"	0	0	0	0	0	0	1	0
"HNRNPA3P1"	2	0	2	1	0	0	0	0
"LINC00619"	1	4	1	0	1	2	0	1
"LINC00840"	2	4	1	0	1	0	0	1
"LINC02659"	0	0	0	0	0	0	0	0
"LINC00841"	1	1	0	0	0	0	0	1
"LOC124902543"	0	0	0	0	0	0	0	0
"LINC02881"	4	5	3	4	2	6	2	6
"LOC124902544"	19	6	20	12	20	22	20	33
"CXCL12"	6760	7090	3580	6103	2637	3348	2889	4953
"LOC107984179"	1	1	1	1	0	0	1	3
"LOC124902533"	0	0	0	0	0	0	0	0
"LOC124902534"	0	0	0	0	0	0	0	0
"TMEM72.AS1"	15	7	8	2	3	4	6	8
"TMEM72"	11	2	2	0	0	2	3	1
"RASSF4"	988	1243	553	512	340	400	334	742
"LOC105378281"	7	6	1	2	4	0	5	3
"DEPP1"	666	2472	356	717	553	336	609	520
"ZNF22.AS1"	86	78	59	88	54	72	98	73
"LOC124902530"	47	27	36	40	33	43	41	39
"ZNF22"	721	839	568	707	560	480	623	639
"DUXAP4"	7	3	14	9	17	11	13	20
"RPS19P7"	0	0	0	0	0	0	1	2
"RSU1P2"	0	1	0	0	0	0	0	0
"CUBNP3"	5	0	3	2	0	2	3	3
"ANKRD30BP3"	2	0	0	2	1	1	4	3
"MIR3156.1"	0	0	0	0	0	0	0	0
"LOC105378283"	0	0	0	0	0	0	0	0
"CUBNP2"	0	0	0	0	0	0	0	0
"OR13A1"	0	0	0	0	0	0	0	0
"ALOX5"	0	0	0	0	0	0	0	0
"LOC102724323"	0	0	0	0	0	0	0	0
"MARCHF8"	305	186	197	190	191	195	207	218
"LOC105378286"	0	0	1	2	0	0	1	0
"ZFAND4"	413	347	350	285	398	427	457	504
"AGAP10P"	1	2	1	0	0	5	4	1
"FAM21FP"	9	11	8	6	11	7	9	10
"LOC107984227"	9	6	10	9	12	1	4	5
"WASHC2C"	733	888	615	488	455	452	588	683
"FAM25E"	0	2	0	0	0	0	0	0
"PARGP1.AGAP4"	0	1	1	0	1	1	2	5
"AGAP4"	13	11	16	5	16	9	15	24
"PARGP1"	64	81	48	46	50	54	58	53
"RPL35AP23"	0	0	0	0	0	0	0	0
"TIMM23"	837	751	627	727	461	480	448	515
"SNORA74C.1"	4	4	7	2	5	11	3	11
"NCOA4"	16793	8602	14534	9916	8556	8791	6909	12591
"LOC105378287"	2	1	5	5	5	1	5	6
"MSMB"	6	2	1	1	0	0	1	1
"RPL23AP61"	0	0	0	0	1	0	0	1
"AGAP7P"	3	0	1	1	1	0	2	1
"LOC124902418"	59	94	58	26	17	56	23	60
"ANTXRLP1"	4	8	4	1	3	15	2	3
"LOC105378577"	3	0	0	0	3	0	0	0
"ANTXRL"	0	0	0	0	0	0	0	0
"AGAP14P"	2	0	0	3	0	0	3	0
"FAM25BP"	0	0	0	0	0	0	0	0
"ANXA8L1"	9	16	6	2	0	6	16	5
"LINC00842"	7	17	3	0	0	2	4	0
"HNRNPA1P33"	0	1	0	2	0	0	0	2
"NPY4R"	0	0	0	0	0	0	0	0
"LOC124902419"	0	3	0	0	0	0	2	0
"GPRIN2"	12	9	1	4	3	6	8	4
"SYT15"	11	2	7	14	6	11	7	4
"SYT15.AS1"	23	16	20	11	13	13	5	14
"LOC105378289"	0	0	0	0	0	0	0	0
"SHLD2P1"	27	3	28	28	17	23	39	21
"LINC02637"	29	5	47	52	20	31	35	31
"RHEBP1"	120	34	62	102	42	71	45	66
"LOC101927584"	0	0	0	0	0	0	0	0
"FAM245B"	107	18	109	47	77	169	75	139
"GLUD1P2"	14	7	7	15	10	10	22	14
"DUSP8P2"	6	0	3	1	5	6	7	12
"BMS1P1"	446	271	425	187	431	457	349	521
"AGAP13P"	51	26	41	19	60	73	34	87
"FRMPD2B"	1	0	0	0	0	0	0	0
"PTPN20"	18	17	12	13	6	32	16	3
"LOC105378291"	3	3	0	0	1	1	0	3
"GDF10"	3	4	0	0	1	3	2	2
"GDF2"	620	150	471	613	405	371	377	792
"RBP3"	0	0	0	0	0	0	0	0
"ZNF488"	1	4	1	2	0	0	2	1
"LOC107001062"	0	0	0	0	0	0	0	0
"LINC03029"	0	0	0	0	0	0	0	0
"LOC124902420"	0	0	0	0	0	0	0	0
"ANXA8"	31	42	26	2	1	10	21	13
"FAM25G"	0	2	0	0	0	0	0	0
"BMS1P2.AGAP9"	16	11	16	8	17	15	9	25
"AGAP9"	0	0	1	0	1	5	2	3
"LOC124902421"	30	30	42	17	41	34	40	70
"BMS1P2"	49	64	76	14	66	66	68	104
"DUSP8P1"	2	0	6	2	0	6	2	8
"CTSLP2"	13	13	11	8	37	32	16	36
"LINC02675"	80	37	33	53	121	90	92	141
"SHLD2P3"	210	84	141	147	155	133	90	211
"LOC107984289"	32	22	39	28	35	24	19	69
"LOC102724603"	31	3	28	27	25	16	20	40
"LOC124902422"	0	0	0	0	0	0	0	0
"LOC102724593"	0	0	0	0	0	0	0	0
"SYT15B"	1	0	1	1	0	0	0	1
"NPY4R2"	0	0	0	0	0	0	0	0
"LOC124902423"	0	0	0	0	0	0	0	0
"FAM25C"	0	0	0	0	0	0	0	0
"AGAP12P"	0	1	0	0	0	1	1	2
"BMS1P7"	0	1	1	2	2	3	2	0
"FRMPD2"	6	10	1	0	0	0	0	1
"MAPK8"	1125	1001	989	915	847	909	843	865
"ARHGAP22"	57	174	26	23	19	22	15	11
"ARHGAP22.IT1"	0	26	1	1	0	1	6	2
"WDFY4"	575	826	276	339	220	339	171	381
"LOC105378299"	0	0	0	0	0	0	0	0
"LRRC18"	0	0	0	0	0	0	0	0
"LOC105378298"	8	2	2	0	2	4	2	1
"MIR4294"	0	0	0	0	0	0	0	0
"VSTM4"	800	436	385	234	272	351	137	193
"LOC124902545"	0	0	0	0	0	0	0	0
"FAM170B.AS1"	0	0	0	0	0	0	0	0
"FAM170B"	0	0	0	0	0	0	0	0
"TMEM273"	149	321	85	105	43	89	74	95
"C10orf71.AS1"	0	0	0	0	0	0	0	0
"C10orf71"	1	4	0	0	4	1	0	1
"DRGX"	0	0	0	0	1	0	0	0
"ERCC6"	1212	1359	1142	728	1592	1615	1483	1608
"PGBD3"	3	2	2	8	13	12	4	6
"CHAT"	0	0	0	0	0	0	0	0
"SLC18A3"	0	0	0	0	0	0	0	0
"C10orf53"	0	0	0	0	0	0	0	0
"OGDHL"	3846	1384	3198	3240	3090	3254	3422	2440
"MAPK6P6"	2	0	0	1	0	0	2	1
"PARG"	488	538	485	287	367	437	379	447
"RPL35AP24"	0	0	0	0	0	0	0	0
"TIMM23B.AGAP6"	14	19	14	10	18	8	10	16
"TIMM23B"	74	64	41	44	38	62	41	50
"SNORA74C.2"	8	5	2	2	1	5	8	3
"AGAP6"	7	2	7	6	9	12	4	12
"FAM21EP"	11	8	10	7	5	10	7	13
"SLC9A3P3"	0	0	0	1	0	0	1	0
"WASHC2A"	634	739	460	418	291	447	418	495
"ASAH2"	267	83	206	58	106	90	62	266
"DYNC1I2P1"	4	8	2	4	3	6	5	5
"SGMS1"	4468	4457	4019	2831	4373	4070	4434	5144
"LOC124902424"	0	0	0	0	0	0	0	0
"SGMS1.AS1"	144	94	95	119	113	137	108	136
"SHQ1P1"	0	2	1	0	1	0	2	2
"LOC105378302"	0	0	0	0	0	0	0	0
"NUTM2HP"	4	1	1	0	0	3	1	0
"CTSLP4"	0	3	0	0	0	0	1	0
"PGGT1BP1"	2	1	1	2	3	4	0	0
"ASAH2B"	179	137	202	213	136	154	206	161
"A1CF"	22282	10338	18645	16630	20053	21932	20010	17558
"PRKG1"	249	785	153	175	99	178	335	205
"LOC102724719"	0	0	0	0	0	0	0	0
"MIR605"	0	3	0	0	2	3	4	2
"CSTF2T"	595	581	473	386	405	357	398	505
"LOC124902425"	0	0	0	0	0	0	0	0
"PRKG1.AS1"	0	0	0	0	1	0	0	0
"DKK1"	2	9	1	3	0	1	3	1
"THAP12P3"	0	0	0	1	0	0	0	0
"LNCAROD"	0	0	0	0	0	0	0	0
"LOC124902426"	0	0	0	0	0	0	0	0
"LOC105378305"	9	7	5	5	3	4	3	3
"MBL2"	13996	6819	10914	3385	7204	5596	2767	2750
"LOC105378306"	0	0	0	0	0	0	0	0
"LOC105378307"	0	0	0	0	0	0	0	0
"LOC105378308"	1	0	1	1	3	49	3	0
"LOC105378310"	0	0	0	0	0	0	0	0
"PCDH15"	3	2	0	3	0	0	9	0
"LOC105378311"	0	0	0	0	0	0	0	0
"NEFMP1"	0	0	0	0	0	0	0	0
"MIR548F1"	0	0	0	0	0	0	0	0
"LOC124902580"	0	0	0	0	0	0	0	0
"GAPDHP21"	10	4	1	3	0	8	0	0
"ZWINT"	92	101	105	60	28	47	20	89
"LOC124902546"	2	2	3	1	1	0	2	0
"LOC124900300"	0	0	0	0	0	0	0	0
"MIR3924"	2	2	0	0	3	1	1	1
"LOC105378313"	2	0	4	12	5	4	5	21
"LOC105378314"	5	3	6	31	12	5	9	23
"LOC124902547"	0	0	0	0	0	0	0	0
"IPMK"	494	580	458	478	342	307	373	378
"TPT1P10"	13	22	15	4	8	20	17	20
"LOC124902578"	1	0	0	1	1	2	4	4
"CISD1"	628	555	488	761	446	481	520	381
"LOC112268068"	0	1	0	0	0	0	0	0
"UBE2D1"	262	497	170	215	136	135	147	174
"TFAM"	1152	1029	923	927	843	839	899	892
"LOC105378316"	0	0	0	0	0	0	0	0
"LOC124902427"	0	6	0	0	0	2	2	0
"BICC1"	1024	7524	425	231	100	369	617	377
"FAM133CP"	47	355	26	2	3	30	29	35
"LINC00844"	892	54	415	1346	516	550	717	574
"LOC102724768"	6	0	9	24	12	19	7	20
"RPLP1P10"	0	0	0	0	0	0	0	0
"TRAF6P1"	0	0	0	0	0	1	0	0
"PHYHIPL"	58	139	34	43	48	29	30	89
"CCEPR"	12	5	12	9	16	14	21	36
"FAM13C"	117	212	78	121	68	59	84	74
"LOC124902429"	0	0	0	0	0	0	0	0
"LOC102724778"	0	0	0	0	0	0	0	0
"LOC124902428"	0	2	0	0	0	0	0	0
"LOC107984235"	3	4	2	0	0	1	0	0
"MRPL50P4"	0	0	0	0	0	0	0	0
"LOC105378318"	0	0	0	0	0	0	0	0
"LOC105378319"	0	0	0	0	0	0	0	0
"SLC16A9"	102	28	79	77	52	52	58	164
"MRLN"	0	0	0	0	0	0	0	0
"CCDC6"	1136	1650	795	847	641	787	663	801
"LINC01553"	0	0	0	0	0	1	0	0
"ANK3"	1495	3436	941	802	731	1288	1291	1592
"LOC124902430"	14	21	9	7	12	11	6	17
"ANK3.DT"	0	1	0	4	1	1	0	0
"CDK1"	59	202	31	49	14	13	8	47
"RHOBTB1"	942	1470	934	805	413	651	463	869
"LOC124902432"	0	0	0	0	0	0	0	0
"LOC124902431"	3	1	2	1	0	4	0	4
"LOC107984236"	2	2	0	0	1	0	1	1
"LOC124902433"	1	0	1	1	3	0	0	0
"LINC00845"	2	0	1	0	0	2	0	2
"LOC124902434"	0	0	0	1	0	0	0	0
"LOC105378323"	0	0	0	0	0	0	0	0
"LOC124900292"	0	0	0	0	0	0	0	0
"TMEM26"	266	253	198	194	114	141	135	261
"TMEM26.AS1"	7	1	0	7	1	0	3	7
"LOC124902548"	0	0	0	0	0	0	0	0
"LOC124902535"	0	0	0	0	0	0	0	0
"CABCOCO1"	6	16	6	3	0	7	1	2
"LINC02625"	11	10	8	2	4	6	10	13
"ARID5B"	519	1505	338	376	333	382	414	507
"LOC124902435"	0	0	0	0	0	0	0	0
"RTKN2"	28	67	8	8	4	6	5	8
"LOC283045"	0	0	0	0	0	0	0	0
"ZNF365"	0	7	3	2	1	1	2	1
"LOC105378327"	0	0	1	0	0	0	0	0
"LOC124902436"	0	8	0	0	0	1	1	1
"ALDH7A1P4"	0	2	3	0	0	0	0	0
"LOC124902437"	2	7	2	2	4	2	2	2
"ADO"	338	441	181	277	147	153	158	199
"EGR2"	28	69	16	34	3	7	3	10
"LOC107984012"	0	0	0	0	0	0	0	0
"LOC105378328"	0	0	0	0	0	0	0	0
"NRBF2"	687	563	566	649	408	416	416	488
"JMJD1C"	5788	5820	5175	3606	5312	6399	6548	6224
"TATDN1P1"	3	1	2	0	3	0	3	2
"LOC124900287"	542	550	526	252	582	675	604	595
"MIR1296"	17	9	16	2	17	17	22	19
"PRELID1P3"	0	0	0	0	0	0	0	0
"JMJD1C.AS2"	0	0	0	0	0	0	0	0
"JMJD1C.AS1"	3	3	5	10	2	1	2	6
"REEP3"	2328	2245	1744	2110	1265	1319	1351	1893
"LOC105378329"	0	0	0	0	0	0	0	0
"LOC107984238"	0	0	1	0	0	0	0	0
"LOC101929846"	3	1	6	14	6	8	4	1
"LOC124902438"	0	0	1	3	2	4	1	0
"LOC101928859"	0	0	0	0	0	0	0	0
"LOC124902439"	1	0	2	0	2	1	0	0
"RPL7AP50"	1	1	1	2	1	0	3	1
"LOC105378333"	0	0	0	0	0	1	0	0
"DBF4P1"	1	0	0	0	0	0	0	0
"LOC105378335"	0	0	0	0	0	1	0	0
"LOC107984239"	0	0	0	0	0	0	0	0
"LOC105378336"	0	0	0	0	0	0	0	0
"ANXA2P3"	0	0	0	0	0	0	0	0
"LINC02671"	12	5	7	2	35	11	9	24
"LOC102724863"	0	0	0	0	0	0	0	0
"LOC105378337"	0	0	0	0	0	0	0	0
"LINC01515"	7	3	6	3	18	8	16	17
"LOC105378339"	1	12	0	0	0	0	0	0
"CTNNA3"	291	79	322	656	1589	1095	1365	433
"LOC105378340"	0	0	0	0	0	0	0	0
"LOC124902440"	0	0	0	0	0	0	0	0
"LOC124902441"	0	0	0	0	0	0	0	0
"LOC124902584"	1	0	0	0	4	2	1	0
"LOC101928961"	23	13	41	71	375	285	432	143
"LRRTM3"	0	0	0	2	0	0	0	0
"MIR7151"	0	0	0	0	0	0	2	0
"AKR1B10P1"	25	160	12	19	0	0	0	0
"TRS.TGA1.1"	1	0	2	0	4	1	0	2
"DNAJC12"	280	379	202	314	488	319	418	165
"RN7SL394P"	6	11	13	12	15	15	21	14
"RPL12P8"	0	0	0	0	1	0	0	4
"SIRT1"	766	736	555	557	822	856	623	672
"HERC4"	2053	2335	1736	1418	1551	1725	1610	2058
"RN7SL220P"	19	17	13	4	21	19	10	13
"POU5F1P5"	27	42	40	18	26	26	31	40
"LOC124902442"	0	0	0	0	0	0	0	0
"MYPN"	1	9	0	0	0	0	0	0
"LOC107984240"	0	0	0	0	0	0	0	0
"LOC124902443"	2	0	0	2	0	2	0	0
"LOC124902593"	0	0	0	0	0	0	0	0
"ATOH7"	11	8	8	13	22	34	13	30
"LINC02640"	29	20	23	13	105	126	57	90
"PBLD"	8676	2424	7796	7669	6667	6554	7019	7439
"HNRNPH3"	858	951	466	678	398	575	479	544
"RUFY2"	470	637	403	294	341	424	496	499
"DNA2"	250	188	202	109	259	254	151	262
"SLC25A16"	1793	1047	1576	1039	1263	1372	1433	1264
"RPL26P27"	0	1	0	1	0	0	2	1
"TET1"	353	374	245	177	211	201	410	160
"COX20P1"	4	40	0	1	0	2	14	12
"LOC124902592"	0	0	0	0	0	0	0	0
"CCAR1"	1294	1667	1132	885	1092	1202	1155	1252
"SNORD98"	8	10	12	3	21	12	18	13
"STOX1"	13	10	6	3	6	8	22	17
"DDX50"	546	761	439	466	402	385	470	442
"DDX21"	1572	1958	1336	1263	1148	1100	1050	1043
"KIFBP"	409	509	312	255	202	240	247	283
"MED28P1"	2	1	4	0	3	3	4	2
"LOC105378342"	0	0	0	0	1	0	0	0
"SRGN"	999	1703	665	1052	367	322	446	670
"VPS26A"	862	1153	451	859	394	522	348	457
"RPS12P17"	0	0	0	0	0	1	0	0
"SUPV3L1"	600	545	440	427	498	473	475	476
"LOC101928994"	2	0	0	0	0	0	0	0
"HKDC1"	413	1363	148	47	113	415	497	471
"HK1"	420	942	236	277	134	184	205	258
"RPS15AP28"	0	0	0	0	1	0	0	0
"TACR2"	4	3	2	1	1	1	0	2
"ATP5MC1P7"	0	0	0	0	0	0	0	0
"TSPAN15"	121	505	65	138	43	63	76	74
"TMEM256P1"	0	0	0	0	0	0	0	0
"LOC105378345"	0	0	0	0	0	0	0	0
"NEUROG3"	0	0	0	1	0	0	0	0
"LOC101929021"	1	1	1	1	0	0	0	0
"FAM241B"	17	31	13	8	1	5	3	12
"LINC02651"	12	1	6	9	11	9	4	13
"RPL5P26"	0	0	0	0	0	1	0	0
"LOC124902444"	0	0	0	0	0	0	0	0
"COL13A1"	11	10	8	3	5	8	1	5
"LOC105378347"	0	0	0	0	0	0	0	0
"LOC107984242"	1	0	1	0	0	2	0	0
"LINC02636"	5	0	3	8	5	5	3	2
"MACROH2A2"	226	131	168	269	25	65	39	110
"AIFM2"	386	311	232	238	154	180	138	178
"TYSND1"	307	199	196	278	200	211	259	269
"SAR1A"	2728	2379	2316	1991	1703	1748	1768	2242
"RPS25P9"	3	6	3	3	4	11	3	7
"PPA1"	2345	2335	1475	2209	938	1141	995	1328
"NPFFR1"	0	4	1	1	0	1	0	1
"LRRC20"	656	302	404	375	231	295	339	386
"EIF4EBP2"	7884	4626	5818	5826	5649	5900	4953	3694
"NODAL"	0	1	0	0	0	0	1	0
"PALD1"	175	613	75	103	87	65	104	67
"YY1P1"	0	0	0	0	0	0	0	0
"PRF1"	87	122	68	107	72	71	58	65
"ADAMTS14"	24	24	4	1	10	8	2	8
"TBATA"	0	0	1	0	0	0	0	0
"RPS26P40"	0	0	0	0	0	0	0	0
"SGPL1"	2865	2148	2139	2053	1424	1444	1274	2078
"PCBD1"	3359	962	2189	4310	2288	1485	1932	2550
"LINC02622"	0	0	0	0	0	0	0	0
"LOC105378350"	0	0	0	0	0	0	0	0
"LOC105378351"	0	0	0	0	0	0	0	0
"UNC5B"	497	648	184	172	80	103	102	161
"UNC5B.AS1"	6	1	0	0	0	0	0	0
"LOC112268061"	221	429	170	80	60	131	95	174
"LOC124902445"	0	3	1	1	1	0	2	0
"SLC29A3"	294	315	181	199	77	138	110	134
"LOC124902574"	2	3	5	0	2	3	2	4
"LOC105378353"	96	22	42	29	14	23	21	9
"CDH23"	837	166	401	250	1195	977	847	562
"LOC105378356"	593	15	322	216	414	271	440	144
"CDH23.AS1"	0	0	0	0	0	0	0	0
"LOC105378355"	0	0	0	0	0	0	0	0
"C10orf105"	3	5	0	2	1	6	4	3
"VSIR"	320	883	167	291	79	115	175	197
"MIR7152"	0	0	0	0	5	1	1	1
"LOC124902446"	17	37	9	12	1	5	3	8
"PSAP"	23824	21423	16163	18638	11052	12764	12598	16486
"LOC124902447"	0	0	0	0	0	0	0	0
"CHST3"	170	357	82	112	64	55	120	73
"LOC124902448"	0	1	0	0	0	0	0	0
"SPOCK2"	159	266	86	71	53	100	63	93
"ASCC1"	510	396	405	447	254	335	281	436
"LOC124902572"	0	0	0	0	0	0	0	0
"RPL15P14"	0	0	0	0	1	2	0	1
"ANAPC16"	2215	1470	1670	2246	1642	1503	1607	1834
"LOC124902449"	3	7	4	1	3	0	4	0
"DDIT4"	682	578	491	829	271	246	323	1081
"DNAJB12"	911	790	615	863	609	530	627	805
"MICU1"	2621	1159	2104	1932	1750	1761	1922	2023
"HMGN2P34"	0	0	0	0	0	0	0	0
"MCU"	350	577	253	329	173	176	209	286
"MIR4676"	0	6	1	1	1	0	1	0
"LOC124902450"	229	387	203	116	144	196	186	204
"OIT3"	2218	364	1610	2887	1295	819	1480	1773
"PLA2G12B"	1465	722	983	1310	930	908	1084	941
"LOC124902451"	3	0	5	6	8	11	7	6
"P4HA1"	1350	2681	666	432	1248	1088	2003	631
"NUDT13"	184	141	117	104	177	183	246	147
"SNORA11F"	17	15	18	9	8	14	19	13
"ECD"	696	696	512	474	446	487	421	544
"LOC124902452"	4	1	1	7	13	20	3	4
"FAM149B1"	664	730	566	502	513	625	594	729
"LOC105378358"	1	5	0	4	8	5	1	2
"EIF4A2P2"	10	18	16	2	17	14	11	22
"DNAJC9"	548	573	484	282	456	423	458	532
"DNAJC9.AS1"	17	11	17	9	15	19	10	26
"MRPS16"	1297	1074	906	1134	768	770	754	1015
"CFAP70"	306	303	304	161	264	355	309	295
"LOC124902577"	0	0	1	0	0	2	0	1
"ANXA7"	3233	2162	2115	2541	1640	1591	1702	2162
"RPL26P6"	14	25	11	12	14	17	16	15
"MSS51"	164	211	132	62	129	154	148	180
"PPP3CB"	849	1253	560	734	493	628	669	636
"PPP3CB.AS1"	177	123	135	85	150	151	168	164
"USP54"	195	211	148	111	156	207	158	140
"MYOZ1"	5	4	0	2	1	4	9	2
"SYNPO2L"	0	7	0	0	0	2	0	0
"SYNPO2L.AS1"	1	2	0	1	0	0	1	0
"BMS1P4.AGAP5"	50	47	45	11	49	45	48	39
"AGAP5"	15	2	9	5	14	13	3	6
"BMS1P4"	18	19	18	17	33	25	18	21
"GLUD1P3"	27	21	10	30	12	21	17	7
"DUSP8P5"	85	58	46	32	51	41	36	59
"LOC124902453"	54	47	32	47	39	42	21	47
"SEC24C"	2171	1895	1599	1378	975	1088	943	1253
"FUT11"	269	403	189	205	130	141	182	192
"LOC107984243"	8	18	6	1	2	3	6	2
"CHCHD1"	339	340	236	479	215	180	208	206
"ZSWIM8"	1728	1209	1389	994	1340	1498	1268	1396
"ZSWIM8.AS1"	34	25	18	18	16	6	14	13
"NDST2"	392	495	229	330	239	242	243	333
"CAMK2G"	652	494	506	567	432	398	415	565
"LOC124902454"	0	0	0	0	0	0	0	0
"PLAU"	143	524	35	98	12	38	36	46
"C10orf55"	1	3	1	0	0	1	3	1
"VCL"	1290	2539	769	882	580	696	881	1073
"LOC124902455"	31	51	22	4	14	16	23	38
"LOC124902458"	0	1	0	1	0	0	0	0
"AP3M1"	1431	1369	1055	1136	762	884	816	1063
"ADK"	3253	1323	2469	2689	2727	2956	2689	3059
"LOC124902456"	1354	708	1450	585	1344	1423	1487	1566
"RPSAP6"	66	28	66	22	86	69	75	65
"RAB5CP1"	0	0	0	0	0	0	0	0
"LOC102723439"	0	0	0	0	0	0	0	0
"LOC124902457"	226	116	192	119	230	287	203	206
"POLR3DP1"	43	11	52	30	56	89	49	53
"LOC124902459"	0	0	0	2	1	3	1	0
"KAT6B"	0	2	0	0	0	0	0	0
"SNORD172"	0	0	0	0	0	0	0	0
"DUSP29"	0	0	0	0	0	0	0	0
"PPIAP13"	0	0	1	0	0	1	1	0
